seed,trial,num_vehicles,num_requests,real_quantum_hardware,request_id,served,slack,detour_factor
100546,5,5,10,0,10,1,4326.0,1.7409005013236984
100547,6,5,10,0,1,1,4123.0,1.39833958758948
100547,6,5,10,0,2,1,2114.0,1.4610082228561838
100547,6,5,10,0,3,1,1283.0,1.9436156627334698
100547,6,5,10,0,4,1,2875.0,1.39833958758948
100547,6,5,10,0,5,1,4072.0,0.8208715636389627
100547,6,5,10,0,6,1,1303.0,1.8915000737144025
100547,6,5,10,0,7,1,2511.0,1.8915000737144025
100547,6,5,10,0,8,1,2824.0,0.8208715636389627
100547,6,5,10,0,9,1,3221.0,1.4610082228561838
100547,6,5,10,0,10,1,1362.0,1.9436156627334698
100548,7,5,10,0,1,1,3767.0,1.6132020401503384
100548,7,5,10,0,2,1,3832.0,2.269945287749412
100548,7,5,10,0,3,1,1475.0,1.1299493403641458
100548,7,5,10,0,4,1,3550.0,1.8989592072358388
100548,7,5,10,0,5,1,2885.0,1.2262039099777648
100548,7,5,10,0,6,1,3826.0,1.2262039099777648
100548,7,5,10,0,7,1,1768.0,1.1299493403641458
100548,7,5,10,0,8,1,1710.0,1.6132020401503384
100548,7,5,10,0,9,1,3188.0,1.8989592072358388
100548,7,5,10,0,10,1,3575.0,2.269945287749412
100549,8,5,10,0,1,0,4058.0,
100549,8,5,10,0,2,1,4773.0,1.3373798663100454
100549,8,5,10,0,3,1,4501.0,2.9611460582502156
100549,8,5,10,0,4,1,2454.0,1.3538557789270154
100549,8,5,10,0,5,1,4107.0,1.3373798663100454
100549,8,5,10,0,6,1,4400.0,1.7113689591630508
100549,8,5,10,0,7,1,4106.0,2.9611460582502156
100549,8,5,10,0,8,0,4364.0,
100549,8,5,10,0,9,1,3335.0,1.6358105761782227
100549,8,5,10,0,10,0,1673.0,
100550,9,5,10,0,1,0,4174.0,
100550,9,5,10,0,2,1,2420.0,2.494970826810872
100550,9,5,10,0,3,0,3123.0,
100550,9,5,10,0,4,1,3660.0,1.5918051852651858
100550,9,5,10,0,5,1,2392.0,1.2004036557281836
100550,9,5,10,0,6,1,2736.0,1.382909457624043
100550,9,5,10,0,7,0,3593.0,
100550,9,5,10,0,8,1,2195.0,1.2004036557281836
100550,9,5,10,0,9,1,3115.0,2.494970826810872
100550,9,5,10,0,10,1,2194.0,2.5880511271442423
100551,10,5,10,0,1,1,2589.0,2.0008384877400953
100551,10,5,10,0,2,0,3555.0,
100551,10,5,10,0,3,1,1991.0,2.0008384877400953
100551,10,5,10,0,4,1,3423.0,1.6922135123460722
100551,10,5,10,0,5,1,2081.0,1.279523035278328
100551,10,5,10,0,6,1,3571.0,1.279523035278328
100551,10,5,10,0,7,1,3435.0,1.6922135123460722
100551,10,5,10,0,8,1,3956.0,2.9776798807187217
100551,10,5,10,0,9,0,4774.0,
100551,10,5,10,0,10,1,3821.0,2.9776798807187217
101042,1,10,10,0,1,1,3537.0,2.1676185094197007
101042,1,10,10,0,2,1,3954.0,1.699317512527506
101042,1,10,10,0,3,1,1443.0,2.1676185094197007
101042,1,10,10,0,4,1,4403.0,2.2668624701722613
101042,1,10,10,0,5,1,1805.0,1.6244910422842094
101042,1,10,10,0,6,1,2116.0,1.6244910422842094
101042,1,10,10,0,7,1,2797.0,1.0194512400834737
101042,1,10,10,0,8,1,1234.0,2.2668624701722613
101042,1,10,10,0,9,1,1513.0,1.699317512527506
101042,1,10,10,0,10,1,2071.0,1.1785230225124124
101043,2,10,10,0,1,1,2554.0,1.9722507708119217
101043,2,10,10,0,2,1,4741.0,1.6371851256690446
101043,2,10,10,0,3,1,4274.0,3.5099623940340376
101043,2,10,10,0,4,1,2962.0,1.5931776249892038
101043,2,10,10,0,5,1,4021.0,1.4033514895459394
101043,2,10,10,0,6,0,3702.0,
101043,2,10,10,0,7,1,4090.0,1.5931776249892038
101043,2,10,10,0,8,1,1437.0,1.9722507708119217
101043,2,10,10,0,9,1,2679.0,1.6371851256690446
